Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,doner_id,donor_id
SRR3985903,OTHER,152,47049624,PRJNA299657,SAMN05462818,14658724,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987922,GSM2254981,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254981,Blast,SRP065190,SU353,
SRR3985904,OTHER,152,43736328,PRJNA299657,SAMN05462816,13001226,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987923,GSM2254982,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254982,Blast,SRP065190,SU353,
SRR3985905,OTHER,152,43354048,PRJNA299657,SAMN05462810,14074069,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987924,GSM2254983,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254983,Blast,SRP065190,SU353,
SRR3985906,OTHER,152,61453144,PRJNA299657,SAMN05462809,21589646,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987925,GSM2254984,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254984,Blast,SRP065190,SU353,
SRR3985907,OTHER,152,39353256,PRJNA299657,SAMN05462808,12621388,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987926,GSM2254985,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254985,Blast,SRP065190,SU353,
SRR3985908,OTHER,152,37956680,PRJNA299657,SAMN05462807,12521944,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987927,GSM2254986,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254986,Blast,SRP065190,SU353,
SRR3985909,OTHER,152,57296400,PRJNA299657,SAMN05462806,19709494,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987928,GSM2254987,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254987,Blast,SRP065190,SU353,
SRR3985910,OTHER,152,44733752,PRJNA299657,SAMN05462805,13245030,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987929,GSM2254988,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254988,Blast,SRP065190,SU353,
SRR3985911,OTHER,152,41782672,PRJNA299657,SAMN05462804,12847445,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987930,GSM2254989,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254989,Blast,SRP065190,SU353,
SRR3985912,OTHER,152,45201608,PRJNA299657,SAMN05462803,13995204,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987931,GSM2254990,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254990,Blast,SRP065190,SU353,
SRR3985913,OTHER,152,45901720,PRJNA299657,SAMN05462802,16154933,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987932,GSM2254991,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254991,Blast,SRP065190,SU353,
SRR3985914,OTHER,152,50885800,PRJNA299657,SAMN05462801,19061130,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987933,GSM2254992,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254992,Blast,SRP065190,SU353,
SRR3985915,OTHER,152,40496296,PRJNA299657,SAMN05462800,11867133,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987934,GSM2254993,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254993,Blast,SRP065190,SU353,
SRR3985916,OTHER,152,75920352,PRJNA299657,SAMN05462799,27659776,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987935,GSM2254994,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254994,Blast,SRP065190,SU353,
SRR3985917,OTHER,152,57460864,PRJNA299657,SAMN05462798,19389253,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987936,GSM2254995,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254995,Blast,SRP065190,SU353,
SRR3985918,OTHER,152,44795008,PRJNA299657,SAMN05462932,12677241,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987937,GSM2254996,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254996,Blast,SRP065190,SU353,
SRR3985919,OTHER,152,60425472,PRJNA299657,SAMN05462931,23037960,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987938,GSM2254997,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254997,Blast,SRP065190,SU353,
SRR3985920,OTHER,152,43250992,PRJNA299657,SAMN05462930,13978866,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987939,GSM2254998,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254998,Blast,SRP065190,SU353,
SRR3985921,OTHER,152,44052336,PRJNA299657,SAMN05462929,11836856,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987940,GSM2254999,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2254999,Blast,SRP065190,SU353,
SRR3985922,OTHER,152,48051608,PRJNA299657,SAMN05462928,13912822,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987941,GSM2255000,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255000,Blast,SRP065190,SU353,
SRR3985923,OTHER,152,57441104,PRJNA299657,SAMN05462927,19067649,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987942,GSM2255001,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255001,Blast,SRP065190,SU353,
SRR3985924,OTHER,152,53176440,PRJNA299657,SAMN05462926,15011975,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987943,GSM2255002,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255002,Blast,SRP065190,SU353,
SRR3985925,OTHER,152,48032152,PRJNA299657,SAMN05462925,14609150,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987944,GSM2255003,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255003,Blast,SRP065190,SU353,
SRR3985926,OTHER,152,76259008,PRJNA299657,SAMN05462924,29317249,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987945,GSM2255004,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255004,Blast,SRP065190,SU353,
SRR3985927,OTHER,152,44554848,PRJNA299657,SAMN05462923,12893871,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987946,GSM2255005,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255005,Blast,SRP065190,SU353,
SRR3985928,OTHER,152,39784024,PRJNA299657,SAMN05462922,13768325,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987947,GSM2255006,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255006,LSC,SRP065190,SU353,
SRR3985929,OTHER,152,32972448,PRJNA299657,SAMN05462921,10421130,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987948,GSM2255007,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255007,LSC,SRP065190,SU353,
SRR3985930,OTHER,152,34066392,PRJNA299657,SAMN05462920,11723999,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987949,GSM2255008,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255008,LSC,SRP065190,SU353,
SRR3985931,OTHER,152,38443536,PRJNA299657,SAMN05462919,13974517,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987950,GSM2255009,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255009,LSC,SRP065190,SU353,
SRR3985932,OTHER,152,43989560,PRJNA299657,SAMN05462918,16782890,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987951,GSM2255010,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255010,LSC,SRP065190,SU353,
SRR3985933,OTHER,152,32069568,PRJNA299657,SAMN05462917,10103625,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987952,GSM2255011,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255011,LSC,SRP065190,SU353,
SRR3985934,OTHER,152,39268744,PRJNA299657,SAMN05462916,13248652,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987953,GSM2255012,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255012,LSC,SRP065190,SU353,
SRR3985935,OTHER,152,23986056,PRJNA299657,SAMN05462915,7026964,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987954,GSM2255013,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255013,LSC,SRP065190,SU353,
SRR3985936,OTHER,152,16968064,PRJNA299657,SAMN05462914,5090692,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987955,GSM2255014,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255014,LSC,SRP065190,SU353,
SRR3985937,OTHER,152,16513128,PRJNA299657,SAMN05462913,6050429,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987956,GSM2255015,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255015,LSC,SRP065190,SU353,
SRR3985938,OTHER,152,40419688,PRJNA299657,SAMN05462912,16421998,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987957,GSM2255016,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255016,LSC,SRP065190,SU353,
SRR3985939,OTHER,152,35286344,PRJNA299657,SAMN05462911,10268110,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987958,GSM2255017,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255017,LSC,SRP065190,SU353,
SRR3985940,OTHER,152,35810744,PRJNA299657,SAMN05462910,11584785,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987959,GSM2255018,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255018,LSC,SRP065190,SU353,
SRR3985941,OTHER,152,36397920,PRJNA299657,SAMN05462909,10967496,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987960,GSM2255019,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255019,LSC,SRP065190,SU353,
SRR3985942,OTHER,152,29028808,PRJNA299657,SAMN05462908,8916342,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987961,GSM2255020,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255020,LSC,SRP065190,SU353,
SRR3985943,OTHER,152,35000128,PRJNA299657,SAMN05462907,12063077,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987962,GSM2255021,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255021,LSC,SRP065190,SU353,
SRR3985944,OTHER,152,34262472,PRJNA299657,SAMN05462906,12073838,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987963,GSM2255022,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255022,LSC,SRP065190,SU353,
SRR3985945,OTHER,152,33420392,PRJNA299657,SAMN05462905,9389496,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987964,GSM2255023,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255023,LSC,SRP065190,SU353,
SRR3985946,OTHER,152,41239880,PRJNA299657,SAMN05462904,13829894,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987965,GSM2255024,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255024,LSC,SRP065190,SU353,
SRR3985947,OTHER,152,31698384,PRJNA299657,SAMN05462903,9022908,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987966,GSM2255025,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255025,LSC,SRP065190,SU353,
SRR3985948,OTHER,152,28432512,PRJNA299657,SAMN05463089,8165778,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987967,GSM2255026,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255026,LSC,SRP065190,SU353,
SRR3985949,OTHER,152,24215272,PRJNA299657,SAMN05463088,6951458,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987968,GSM2255027,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255027,LSC,SRP065190,SU353,
SRR3985950,OTHER,152,39217216,PRJNA299657,SAMN05463087,13750793,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987969,GSM2255028,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255028,LSC,SRP065190,SU353,
SRR3985951,OTHER,152,48372632,PRJNA299657,SAMN05463086,16312707,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987970,GSM2255029,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255029,LSC,SRP065190,SU353,
SRR3985952,OTHER,152,37313568,PRJNA299657,SAMN05463085,12720911,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987971,GSM2255030,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255030,LSC,SRP065190,SU353,
SRR3985953,OTHER,152,37411608,PRJNA299657,SAMN05463084,11509926,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987972,GSM2255031,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255031,LSC,SRP065190,SU353,
SRR3985954,OTHER,152,30590760,PRJNA299657,SAMN05463083,9291190,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987973,GSM2255032,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255032,LSC,SRP065190,SU353,
SRR3985955,OTHER,152,47701248,PRJNA299657,SAMN05463082,17794025,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987974,GSM2255033,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255033,LSC,SRP065190,SU353,
SRR3985956,OTHER,152,36144232,PRJNA299657,SAMN05463081,13010228,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987975,GSM2255034,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255034,LSC,SRP065190,SU353,
SRR3985957,OTHER,152,48688032,PRJNA299657,SAMN05463080,16704438,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987976,GSM2255035,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255035,LSC,SRP065190,SU353,
SRR3985958,OTHER,152,34473296,PRJNA299657,SAMN05463079,10765133,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987977,GSM2255036,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255036,LSC,SRP065190,SU353,
SRR3985959,OTHER,152,31415360,PRJNA299657,SAMN05463078,9133026,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987978,GSM2255037,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255037,LSC,SRP065190,SU353,
SRR3985960,OTHER,152,29631032,PRJNA299657,SAMN05463077,8663089,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987979,GSM2255038,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255038,LSC,SRP065190,SU353,
SRR3985961,OTHER,152,22568960,PRJNA299657,SAMN05463076,6964781,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987980,GSM2255039,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255039,LSC,SRP065190,SU353,
SRR3985962,OTHER,152,42810040,PRJNA299657,SAMN05463075,15530735,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987981,GSM2255040,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255040,LSC,SRP065190,SU353,
SRR3985963,OTHER,152,70415216,PRJNA299657,SAMN05463074,26158958,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987982,GSM2255041,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255041,LSC,SRP065190,SU353,
SRR3985964,OTHER,152,53546104,PRJNA299657,SAMN05463073,20494311,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987983,GSM2255042,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255042,LSC,SRP065190,SU353,
SRR3985965,OTHER,152,35065640,PRJNA299657,SAMN05463072,11039101,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987984,GSM2255043,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255043,LSC,SRP065190,SU353,
SRR3985966,OTHER,152,39255216,PRJNA299657,SAMN05463071,13571172,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987985,GSM2255044,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255044,LSC,SRP065190,SU353,
SRR3985967,OTHER,152,35642784,PRJNA299657,SAMN05463070,12557636,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987986,GSM2255045,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255045,LSC,SRP065190,SU353,
SRR3985968,OTHER,152,34322056,PRJNA299657,SAMN05463069,12349873,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987987,GSM2255046,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255046,LSC,SRP065190,SU353,
SRR3985969,OTHER,152,32508544,PRJNA299657,SAMN05463068,9604808,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987988,GSM2255047,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255047,LSC,SRP065190,SU353,
SRR3985970,OTHER,152,42628400,PRJNA299657,SAMN05463067,14764356,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987989,GSM2255048,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255048,LSC,SRP065190,SU353,
SRR3985971,OTHER,152,40980720,PRJNA299657,SAMN05463066,13898841,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987990,GSM2255049,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255049,LSC,SRP065190,SU353,
SRR3985972,OTHER,152,30468248,PRJNA299657,SAMN05463065,9170760,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987991,GSM2255050,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255050,LSC,SRP065190,SU353,
